Description	Answer
"Secondary Dependency - General information Your personnel or finance office can help get you answers to secondary dependency questions.When you’re ready to submit your initial application or redetermination package, make sure you send it to the correct DFAS office. Make sure you review instructions and required documents for Army, Navy, Air Force and Marine Corps secondary dependency applications.In loco parentis dependents are not entitled to a USIP card.
 There are times when your dependents may include more than your spouse and children. These added dependents can increase your financial responsibilities. If you’re responsible for the financial support of other family members, you may be eligible to add them as your secondary dependents.
 Preparing and submitting applications to have eligible persons included as your secondary dependents can ensure you receive the benefits and allowances you and your dependents are entitled to. These may include:Increased Basic Allowance for Housing (BAH) not to exceed full BAH with dependentsUniformed Services Identification and Privileges CardTravel allowances
 Who can be secondary dependents?
 Secondary (non-primary) dependents can include:Parent, parent-in-law, step-parent, parent by adoption, or any person who stood ‘in-loco parentis’ (in the place of a parent) to you for at least five years prior to your emancipation.Unmarried children ages 21 and 22 who are enrolled in an accredited institution of higher education on a full-time basis.Ward of the court, unmarried, and placed in the permanent legal physical custody of the member, or if not permanent custody for a period of at least 12 consecutive months.Unmarried child over age 21 incapable of self-support because of mental or physical incapacity that occurred while the child was considered a dependent of yours as a member or retired member, or is considered the dependent of a deceased member (while under age 21 or under age 23 and a full-time student).
 To qualify as a secondary dependent, the individual’s income, not including your contribution, must be less than one-half of the actual living expenses. The law requires the individual to be ‘in fact’ dependent on you, the service member. Your contribution must be more than one-half of the dependent’s actual monthly living expenses. Documentation to prove living expenses and your contribution must ALWAYS be provided."	Secondary Dependency - General information
"Servicemember's Group Life Insurance (SGLI)Servicemember's Group Life Insurance (SGLI)
 Servicemember's Group Life Insurance, or SGLI, is a program of low cost group life insurance for service members on active duty, ready reservists, members of the National Guard, members of the Commissioned Corps of the National Oceanic and Atmospheric Administration and the Public Health Service, cadets and midshipmen of the four service academies, and members of the Reserve Officer Training Corps. SGLI coverage is available in increments of $50,000 to a maximum of $400,000. SGLI premiums are currently $.065 per $1,000 of insurance, regardless of the member's age. Effective July 1, 2014 premiums will increase to $.07 per $1,000 of insurance. You can plan your coverage by reviewing the SGLI premium rate table.
 Combat SGLI
 The John Warner National Defense Authorization Act for Fiscal Year 2007 (Public Law 109-364) authorized reimbursement of premium deductions for SGLI for service members who have SGLI coverage, and who serve in the theater of operations for Operation Enduring Freedom (OEF) or Operation Iraqi Freedom (OIF). Effective September 1, 2010, OIF was changed to Operation New Dawn (OND) and authorization was provided to continue to pay all entitlements authorized for OIF to service members deployed in support of OND.
 
 What this means to affected service members is that when you deploy for OEF or OND, and you have elected less than the maximum level of SGLI, you may increase your SGLI coverage amount to the maximum $400,000 and your premiums will increase as well (submit SGLV 8286 to your Personnel Office). HOWEVER, although you will see an increase in your premium on your Leave and Earnings Statement, you will also see a credit in an equal amount posted monthly (Air Force, Army, Marine Corps) or bi-monthly (Navy) as reimbursement by your Service. If you do not see the increase in your premiums or the reimbursement from your service on your LES within two months of your deployment, bring it to the attention of your Personnel Office immediately. Read more about your life insurance benefits and download a fillable SGLV 8286 and other forms at the Veterans Administration's website.
 
 Need information on Family Servicemember's Group Life Insurance?RESERVE & GUARD: PREMIUMS WHEN IN DRILL/NO-PAY STATUS
 Reserve and Guard members of the Army, Navy, Air Force and Marine Corps drilling for points but in a no-pay status are still required to pay their SGLI premiums."	Servicemember's Group Life Insurance (SGLI)
"Family SGLI (FSGLI)
 Family SGLI (FSGLI) was implemented by the Department of Veterans Affairs in December 2001 to extend insurance coverage to spouses and children of members eligible for SGLI.
 
 In order to be eligible for FSGLI, spouses and children must be registered in the Defense Enrollment Eligibility Reporting System (DEERS). Once registered in DEERS, spouses and children are automatically covered unless the service member declines coverage by filing a SGLV-8286A (Family Coverage Election) form with their personnel office.
 
 With the establishment of the FSGLI program, military members married to other military members are required to register their spouses in DEERS as well. This allows for calculation of FSGLI premiums, as DEERS is the only official source of the spouse’s personal information, such as date of birth.
 
 All family members are automatically covered by FSGLI from their date of eligibility. For families registered in DEERS, the Defense Finance and Accounting Service can calculate premiums and deduct them from the member’s pay. Delay in DEERS registration can delay this deduction and result in a debt for missed premiums.
 
 If you're in a military-to-military marriage, read more on the latest changes in the law that eliminates automatic enrollment for your spouse. FSGLI is still an option, but you'll have to take steps to enroll.
 
 No matter which choice you make, your spouse must be enrolled in DEERS. Take a copy of your marriage certificate to your personnel office to make sure your information is up to date."	Family SGLI (FSGLI)
"Tax Withholding InfoIncome taxes, like military inspections, are an inevitable part of life. We want to help you meet your tax responsibilities without adding more work or worry to your life.First, it's important that you understand that we are not tax experts or advisors. Our job is to provide you with accurate year-end information in the form of W2s or other tax statements you will need to file with federal, state and local tax authorities. We also provide an easy online way to keep your tax withholding information current or retrieve your tax statements via myPay.
 TAX WITHHOLDING
 Portions of your pay are withheld from each paycheck for federal and state income tax purposes based on your specific situation. Are you married? How many dependents do you have? This information is reported to us when you fill out an IRS W4 form and turn it into your finance office or when you use myPay to update your information online. We also use information from your service, such as when you are serving in a Combat Zone Tax Exemption area, as well as tax withholding requirements from the IRS and your state of legal residence to withhold enough to meet anticipated tax liability.
 
 While we try to do the best we can, the accuracy of tax withholding still rests with you. Each individual is different and it's your responsibility to review your income and other financial information, as well as what that information means when it comes tax time. You can adjust your tax withholdings based on that information to make sure enough is withheld each year, or to make sure we are not withholding too much and depriving you of money you may need to support your family or meet other financial obligations.
 
 We encourage all of our pay customers to meet with their tax advisor, on base tax assistance counselors (usually found through your legal services office), or by visiting the IRS website. State tax information may be found on the websites of your state revenue or tax department.
 
 ALERT: Kentucky, New Mexico, Minnesota and Oklahoma instituted new tax guidelines in 2010 exempting certain military pay from state taxes for legal residents. These states join others exempting all or part of military pay for eligible members. Know your state's rules, and make sure your tax withholding is correct.
 ALERT: Arkansas instituted new tax guidelines in 2014 exempting certain military pay from state taxes for legal residents.
 ALERT: Colorado passed legislation that exempts certain types of military pay from state taxes for legal residents; though it only applies to specific circumstances. 
 
 Once you can more accurately estimate your tax liabilities, you can adjust withholding by completing a new W4 and submitting it to your finance office. Even easier, go online to myPay and update your federal and state withholding information"	Tax Withholding Info
The following guides will help you understand your LES.	Leave and Earning Statement
"Hardship Duty Pay (HDP)
 
 
 Hardship duty pay is additional compensation paid to service members assigned to locations where living conditions are substantially below those conditions in the continental U.S. (CONUS).Military Hardship Duty Pay-Location
 HDP-L is compensation paid to members assigned outside the continental United States in Quality of Life (QoL) Hardship locations -- Locations where QoL living conditions are substantially below the standard most members in the continental United States would generally experience. HDP-L is intended to recognize the extraordinary arduous living conditions, excessive physical hardship, and/or unhealthful conditions that exist in a location or assignment. Rates are payable in increments of $50, $100, or $150 a month based on the level of QoL hardship in a given area.SpecificsAll members serving on PCS in a designated area, or serving in a temporary duty or deployed status for over 30 consecutive days in the area will receive HDP-LMembers on permanent reassignment to the area will be eligible from the day of arrivalMembers TDY to the area are not eligible during the first 30 days of consecutive service at the designated location. On the 31st day, HDP-L will be payable retroactive to the date of reportingEntitlement to HDP-L continues through the date of departure on PCS
 For specific conditions of this entitlement, including a list of current and past locations, view the DOD Financial Management Regulation.Military Hardship Duty Pay-Mission
 HDP-M is payable to members both officer and enlisted, for performing designated hardship missions. HDP-M is payable at the full monthly rate during any part of which, the member performs a specified mission. A member assigned to, on temporary duty with or otherwise under the operational control of the Defense Prisoner of War/Missing Personnel Office (DPMO), the Joint Task Force-Full Accounting (JTF-FA), or the Central Identification Lab-Hawaii (CIL-HI) may qualify for HDP-M based on performance of a hardship mission members so assigned are entitled for each month in which they perform investigative or remains recovery in a remote, isolated area (including, but not limited to, areas in Laos, Cambodia, Vietnam and North Korea) for recovery of U.S. service member remains.Military Hardship Duty Pay-Tempo
 The Secretaries of the Military Departments may establish HDP-T programs under the authority of 37 USC 305. A mobilization or deployment tempo that requires the member to perform duties in an operational environment for periods that exceed rotation norms may be designated as hardship duty for the purposes of paying HDP-T. The Military Departments have not yet implemented HDP-T programs."	Hardship Duty Pay (HDP)
"If you're creating your DTS authorization or it was returned, make sure to add comments about:
 
 Your status. Your status determines what money will pay for your trip. This can be AGR, MPA, Technician, AT, and ST. For this purpose, DSG is not a status!Where and when you will be performing duty.Where you will be lodging, if you didn't book through DTS. Include the name, location and nightly rate. 
 
 
 Don't forget to include all your anticipated expenses in the authorization. Common expenses included:Mileage to and from the terminal. This can be two round trips if your spouse drops you off and picks you up.Parking at the terminal. This cannot exceed the cost of a taxi ride!Lodging tax.Fuel for your rental car. 
 If you have any questions, please visit Travel (dps.mil)."	DTS Authorizations and Comments to the Approving Official
Step-by-step guide for creating an authorization in DTS	DTS Guide: Authorizations
"Hostile Fire/Imminent Danger Pay (HFP/IDP)
 
 
 A member of a uniformed service may be paid special pay at the rate of $225 per month for any month in which he/she was entitled to basic pay.
 A member is entitled to IDP when assigned to a designated IDP area. To see which areas are designated as IDP areas, view figure 10-1 in the DOD Financial Management Regulation.
 The commander determines HFP based on whether a member is:Subject to hostile fire or mine explosionsIn an area near hostile fire or mine explosions which endanger the memberKilled, injured, or wounded by hostile fire, mines, or any hostile actionSpecial Situations
 Three special situations affect HFP/IDP. These apply to members who are:Captured or missingHospitalized as a result of hostile actionOtherwise entitled to HFP/IDP but are missing from the area for an entire calendar monthRates Payable
 HFP/IDP is payable at the monthly rate of $225.00. Service members will receive $7.50 for each day they are on duty in an IDP area up to the maximum monthly rate of $225. Members who are exposed to a hostile fire or hostile mine explosion event are eligible to receive non-prorated Hostile Fire Pay (HFP) in the full monthly amount of $225. Members cannot receive both IDP and HFP in the same month."	Hostile Fire/Imminent Danger Pay (HFP/IDP)
"Basic Pay
 
 
 Basic Pay is the fundamental component of military pay. All members receive it and typically it is the largest component of a member's pay. A member's grade (usually the same as rank) and years of service determines the amount of basic pay received."	Basic Pay
"Basic Allowance for Subsistence (BAS)
 
 
 BAS is meant to offset costs for a member's meals. This allowance is based in the historic origins of the military in which the military provided room and board (or rations) as part of a member's pay. This allowance is not intended to offset the costs of meals for family members. Beginning on January 1, 2002, all enlisted members get full BAS, but pay for their meals (including those provided by the government). This is the culmination of the BAS Reform transition period.
 Because BAS is intended to provide meals for the service member, its level is linked to the price of food. Therefore, each year it is adjusted based upon the increase of the price of food as measured by the USDA food cost index. This is why the increase to BAS will not necessarily be the same percentage as that applied to the increase in the pay table, as annual pay raises are linked to the increase of private sector wages.
 2022 BAS Rates:Officers$280.29/monthEnlisted Members$406.98/month
 
 The BAS Table is available on DFAS website:https://www.dfas.mil/MilitaryMembers/payentitlements/Pay-Tables/bas/"	Basic Allowance for Subsistence (BAS)
"Basic Allowance for Housing
 
 
 BAH is an allowance to offset the cost of housing when you do not receive government-provided housing. Your BAH depends upon your location, pay grade and whether you have dependents. BAH rates are set by surveying the cost of rental properties in each geographic location. Therefore, BAH rates in high-cost areas will be much greater than those in low-cost areas. BAH rates are published on the Defense Travel Management Office Web page.https://www.defensetravel.dod.mil/site/bah.cfm
 Additionally, there are different types of BAH to compensate for special situations. For more details, choose from below.Different Types of BAH
 
 
 
 There are several types of BAH to satisfy various housing situations that occur among military members. In general, the amount of BAH you receive depends on your location, pay grade, and whether you have dependents. Under most circumstances, you receive BAH for the location where you are assigned, not where you live. Additionally, you may be entitled to some BAH amounts if you are residing separately from your dependents. This occurs in situations involving unaccompanied overseas tours or having a dependent child that resides with a former spouse. The rules regarding these situations can become quite complex. Consult your Finance Office if you are in one of these situations. Each type of BAH is described below.BAH With Dependents and BAH Without Dependents
 A member with permanent duty within the 50 United States, who is not furnished government housing, is eligible for Basic Allowance for Housing (BAH), based on the member's dependency status at the permanent duty ZIP Code. A member stationed overseas, including U.S. protectorates, who is not furnished government housing, is eligible for Overseas Housing Allowance (OHA) based on the member's dependency status. If a member is serving an UNACCOMPANIED overseas tour, the member is eligible for BAH at the ""with dependents"" rate, based on the dependent's US residence ZIP Code, plus OHA at the ""without dependents"" rate, if the member is not furnished government housing overseas.Partial BAH
 A member without dependents who is living in government quarters is entitled to a Partial BAH.BAH Reserve Component/Transit (BAH RC/T)
 BAH RC/T is a non-locality housing allowance for members in particular circumstances, for example, reservists on active duty for 30 or fewer days. It also applies when a member is in transit from selected areas where no prior BAH rate exists (such as overseas). It does not vary by geographic location. BAH RC/T was set based on the old Basic Allowance for Quarters (BAQ), which was based on the national average for housing. BAH RC/T is published annually and is determined by increasing the previous year's rates by the national average percentage growth of housing costs.BAH-Differential (BAH-Diff)
 BAH-Diff is the housing allowance amount for a member who is assigned to single-type quarters and who is authorized a basic allowance for housing solely by reason of the member's payment of child support. A member is not entitled to BAH-Diff if the monthly rate of that child support is less than the BAH-Diff. BAH-Diff is determined by the SECDEF and was equal to the difference between BAQ with dependents and BAQ without dependents in 1997 for the member's grade. BAH-Diff is published annually and is determined by increasing the previous year's rates by the percentage growth of military basic pay. For more information contact your finance office.Additional ResourcesBAH Calculator"	Basic Allowance for Housing
"Clothing Allowance
 
 
 Clothing allowances may be issued to help members pay for their uniforms. There are four main types of clothing allowance:InitialReplacementMaintenanceExtraInitial Clothing Allowance
 Both officers and enlisted members of the U.S. Armed Forces are entitled to an initial clothing allowance. Office , however, are only entitled to the allowance once except in the situation noted below:Upon first reporting for active duty (other than for training) for a period of more than 90 days.Upon completing at least 14 days of active duty or active duty for training as a member of a Reserve ComponentUpon completing 14 periods of inactive-duty training as a member of the Ready Reserve (Each period must be of at least 2 hours duration)Upon reporting for the first period of active duty required of a member of the Armed Forces Health Professions Scholarship Program. NOTE: Upon transfer to another Reserve Component that requires a different uniform, a Reserve officer may receive another initial uniform allowance. Regular officers may not receive this allowance when transferring to another Military Service.
 This allowance is provided to enlisted members upon initial enlistment or upon special qualification.Cash Clothing Replacement Allowance
 This allowance is payable only to enlisted members annually following initial clothing allowance on the anniversary month. This is for the replacement of uniforms based on normal wear and tear.Extra Clothing Allowance
 Extra Clothing Allowance are additional to the other two and do not affect them. These allowances are for situations in which a member may need additional uniforms or is required to have civilian clothing to perform his/her duties. Civilian Clothing Allowance Type of DutyInitial Replacement15 days in 30 day period 30 days in 36 month period Permanent $862.35 $287.45 00 Temporary 00 $287.45$574.90 
 Military Clothing Maintenance Allowance
 This allowance is for replacement and maintenance of military items during and after three years of active duty. If a member has a break in military service, he/she will start over with the initial clothing allowance upon returning to the service. He/She will then receive Cash Clothing Replacement Allowance and Military Clothing Maintenance Allowance as applicable."	Clothing Allowance
"Combat Zone Tax Exclusions (CZTE)
 
 
 Being assigned to or working in a combat zone triggers another tax advantage. Earnings received while in the combat zone are excluded from taxable income. This exclusion is unlimited for enlisted members and warrant officers and is limited to $7368.30 per month in 2009, for officers. If you spend a single qualifying day in the combat zone, your pay for the entire month is excluded from taxable income.
 Bonuses and special pays are also excluded from taxable income if within the previously stated limitations and earned in the same month in which you served in a combat zone. For example, an enlisted reenlistment bonus is excluded from taxes if the member reenlists in the same month in which the member served in a combat zone. Since there is no limitation on amounts excluded for enlisted members, the entire reenlistment bonus would be excluded. As another example, an officer's flight pay would also be excluded from taxable income, but only up to the point which basic pay and the flight pay do not exceed the maximum enlisted pay amount. The Career Status Bonus received by members who may choose between High-3 and CSB/REDUX retirement plans and who elect the CSB/REDUX retirement plan also falls in this category. To be considered ""earned"" in the combat zone, the CSB/REDUX election must be accepted by the Service and considered final in the month in which the member was in the combat zone."	Combat Zone Tax Exclusions (CZTE)
"Retired Pay
 
 
 The following chart summarizes the differences between the four regular and non-regular retirement plans and disability retirement.Name of Retirement PlanType of Retirement PlanCriteria to ReceiveFinal PayDefined Benefit that equals 2.5% times the number of years of service times the member’s final basic pay on the day of retirementPrimary retirement plan for Reserve members with initial date of entry into service prior to September 8, 1980High-36Defined Benefit that equals 2.5% times the number of years of service times the average of the member’s highest 36 months of basic payPrimary retirement plan for members with initial date of entry into service on or after September 8, 1980, but before January 1, 2018REDUX
 Career Status Bonus $30,000 lump sum payment at 15th year of service with obligation to serve through 20 years + defined benefit
 Defined Benefit is
 (a) Prior to age 62:
 2.5% times the number of years of service minus 1.0% for each year of service less than 30, times the average of the member’s highest 36 months of basic pay
 (b) At age 62 and after:
 2.5% times the number of years of service times the average of the member’s highest 36 months of basic payOptional retirement plan for active duty members with an initial date of entry into service after July 31, 1986, but before January 1, 2018. Eligibility to elect the Career Status Bonus ended as of December 31, 2017Blended Retirement System (BRS)
 Blended defined benefit and defined contribution plan.
 Defined Contribution:
 All covered members receive a Government contribution that equals 1% of basic or inactive duty pay to a tax-advantaged retirement account (Thrift Savings Plan (TSP)) after 60 days following the entry into Uniformed Service. Additionally, covered members have the ability to receive up to an additional 4% matching contribution from the Government to TSP beginning after 2nd year of service through 26th year of service
 Defined Benefit:
 Members who otherwise qualify for a retirement based on longevity of service will also receive a defined benefit that is 2.0% times the number of years of service times the member’s highest 36 months of basic pay
 Only retirement plan for members with initial date of entry into service on or after January 1, 2018
 Optional retirement plan for members with an initial date of entry into service on or before December 31, 2017, who:
 (a) while on active duty, had fewer than 12 years of service as of December 31, 2017, and who elected to opt into BRS during the opt-in period; or,
 (b) while in a Reserve Component, who had fewer than 4,320 retirement points as of December 31, 2017, and who elected to opt into BRS during the opt-in periodDisability
 Retirement plan that equals to:
 Retired Pay Base* times Multiplier %**
 *Retired Pay Base – determined under Final Pay, High-36, or BRS depending on military service date of entry**Multiplier Percentage can be either:Member’s percentage of disability determined by the military serviceYears of creditable service times 2.5% or 2.0% (Based on whether the member was a participant in one of the legacy retirement programs or the Blended Retirement System prior to the disability)
 Note that in both cases the multiplier is limited to 75% by lawDetermined medically unfit for continued service with a DoD disability rating of at least 30%
 The below chart provides the basic criteria to determine which retirement plan applies:Retirement PlanCriteria to ReceiveFinal PayEntry before September 8, 1980High-36Entry on or after September 8, 1980, but before August 1, 1986 OR Entered on or after August 1, 1986, and did not choose the Career Status Bonus and REDUX retirement systemCSB/REDUXEntered on or after August 1, 1986, but before January 1, 2003 AND elected to receive the Career Status BonusBlended Retirement System (BRS)Entered the Uniformed Services for the first time on or after January 1, 2018 (automatic enrollment), or entered before December 31, 2017 and elected to opt into BRS during the opt-in periodDisabilityDetermined medically unfit for continued service with a DoD disability rating of at least 30%
 All four of the regular and non-regular retirement plans determine initial monthly retired pay by applying a percentage multiplier to the retired pay base.Retired Pay Base
 There are two methods for determining the retired pay base. They are the final pay method and the high-36 month average method. The final pay method, as the name implies, establishes the retired pay base equal to final basic pay. The high-36 method is the average of the highest 36 months of basic pay divided by 36. This is generally the last 3 years of service and is sometimes called high-3. The method used depends upon when the member first entered military service.
 The method is determined by DIEMS (Date of Initial Entry to Military Service) or DIEUS (Date of Initial Entry to Uniformed Services). The date a member first entered uniformed service in any capacity establishes DIEMS. This date is fixed---it does not change. Departing the military and rejoining does not affect DIEMS.
 Some individuals have unique circumstances that complicate determining their DIEMS. Here are a few examples:The DIEMS for Service Academy graduates who entered an Academy with no prior service is the date they reported to the Service Academy, not the date they graduated.Beginning an ROTC scholarship program or enlisting as a Reserve in the Senior ROTC program sets the DIEMS, not the graduation or commissioning date.Members who entered the military, separated, and then rejoined the military have a DIEMS based on entering the first period of military service.The DIEMS for members who enlisted under the delayed entry program is when they entered the delayed entry program, not when they initially reported for duty.For those who joined the Reserves and later joined the active component, their DIEMS is the date they joined the Reserves.
 Be aware that pay date (e.g., Pay Entry Base Date) may be different than DIEMS. Also, DIEMS does not determine when creditable service toward retirement is calculated---it only determines which retired pay base method applies.Retired Pay Multiplier
 For both the Final Pay and High-36 retired pay plans, each year of service is worth 2.5% toward the retirement multiplier. For example, 20 years of service would equal a 50% multiplier. The years of service creditable are computed differently depending upon whether retirement is from full time active duty or from a reserve career. These differences are explained under the Active Duty Retirement and Reserve Retirement pages.
 For the REDUX retirement plan, which applies only to certain active duty retirements as described above, the High-36 multiplier is reduced by one percentage point for each year that the member has less than 30 years of service at retirement. For example, 20 years of service would equal a 40% multiplier. This is discussed more fully under the Active Duty Retirement page.
 For disability retirement programs, the multiplier will be the higher of (a) the disability percentage assigned by the Service at retirement not to exceed 75%, or (b) the result of multiplying the number of years of service by the applicable retirement plan multiplier (e.g., 2.5% for High-36 or 2.0% for BRS).
 In any case, the longer an individual serves, the higher the multiplier and the higher the retirement pay. For example:Years of Service20212223242530354041Final Pay50%52.5%55%57.5%60%62.5%75%87.5%100%102.5%High-3650%52.5%55%57.5%60%62.5%75%87.5%100%102.5%REDUX40%43.5%47%50.5%54%57.5%75%87.5%100%102.5%BRS40%42%44%46%48%50%60%70%80%82%"	Retired Pay
The Blended Retirement System combines elements of the legacy retirement system with benefits similar to those offered in many civilian 401(k) plans. The opt-in period for the majority of service members closed Dec. 31, 2018. However, it's still important that you learn how to maximize your retirement choice through the information found below. If you have further questions about the Blended Retirement System or financial planning, please contact your Personnel Office.	Blended Retirement System (BRS)
"Death Gratuity
 
 
 The death gratuity program provides for a special tax free payment of $100,000 to eligible survivors of members of the Armed Forces, who die while on active duty or while serving in certain reserve statuses. The death gratuity is the same regardless of the cause of death.
 The longstanding purpose of the death gratuity has been to provide immediate cash payment to assist survivors of deceased members of the Armed forces to meet their financial needs during the period immediately following a member's death and before other survivor benefits, if any, become available.
 The death gratuity is payable for death of members in a reserve status while performing authorized travel to or from active duty, while on inactive-duty training, or while performing authorized travel directly to or from active duty for training or inactive duty training, as well as, members of reserve officers' training programs who die while performing annual training duty under orders for a period of more than 13 days or while performing authorized travel to or from that duty, to applicants for membership in reserve officers' training corps who die while attending travelling to or from field training or a practice cruise and to persons travelling to from or while at a place of acceptance for entry upon active duty.
 The death gratuity is also payable if an eligible member or former member dies within 120 days of release or discharge from active duty, or active duty for training when the Secretary of Veterans Affairs determines that the death resulted from injury or disease incurred or aggravated during such duty.Eligible Survivor
 
 Prior to May 25, 2007, the death gratuity was payable according to a specific hierarchy prescribed in law with limited opportunity for the member to designate a beneficiary.
 
 Since July 1, 2008, a member may designate any person or persons to receive up to 100% of the death gratuity (in 10% increments) with any remaining undesignated amount payable according to a new prescribed hierarchy. The new beneficiary hierarchy for the amount of the death gratuity not covered by a designation shall be paid as follows:
 
 To the surviving spouse of the person, if any.If there is no surviving spouse, to any surviving children (as prescribed in the note for item 2 of the pre-2008 hierarchy, above) of the person and the descendants of any deceased children by representation.If there is none of the above, to the surviving parents of the person or the survivor of them.If there is none of the above, to the duly appointed executor or administrator of the estate of the person.If there is none of the above, to other next of kin of the person entitled under the laws of domicile of the person at the time of the person's death.Notes:
 
 Item (1), Surviving Spouse. If a person has a spouse, but designates a person other than the spouse to receive all or or a portion of the amount payable, the Secretary of the Military Department shall provide notice of the designation to the spouse.
 
 Item (3), Treatment of Parents. Parents include fathers and mothers through adoption. However, only one father and one mother may be recognized in any case, and preference shall be given to those who exercised a parental relationship on the date, or most nearly before the date, on which the decedent entered military service.
 
 If a person entitled to all or a portion of a death gratuity dies before the person recieves the death gratuity, it shall be paid to the living survivor next in the order prescribed.
 
 Designation of Eligible Survivors
 
 Members may designate eligible survivors, at any time, by updating their DD Form 93, Record of Emergency Data."	Death Gratuity
"Savings Deposit Program
 
 
 The DOD Savings Deposit Program (SDP) was established to provide members of the uniformed services serving in a designated combat zones the opportunity to build their financial savings. Amounts up to $10,000.00 may be deposited, earning 10% interest annually. Members must be receiving Hostile Fire Pay and be deployed for at least 30 consecutive days, or 1 day in each of 3 consecutive months in order to participate in the program.
 
 Withdrawal Procedures:
 
 Withdrawal request may be e-mailed to CCL-SDP@dfas.mil (SDP mailbox), or faxed to (216) 522-5060 ""Attention: SDP"". Members may submit a withdrawal request on-line using myPay. Additionally, requests can be mailed to the following address:
 
 
 DFAS- Cleveland Center (DFAS-CL)
 
 ATTN: SDP
 
 Special Claims
 
 1240 East 9th St .
 
 Cleveland , OH 44199-2055
 
 Members must include name, social security number, and date of departure from the combat zone. Electronic Funds Transfer (EFT) information must include the bank name, routing number, account number, and account type (savings or checking). If a hard copy check is requested, a complete mailing address must also be provided. Make sure that your allotment has stopped before requesting withdrawal.
 
 Withdrawals:
 
 Members may close their SDP accounts only after departing the combat zone. Interest will continue to accrue on the account up to 90 days after departure from the combat zone. Should the 90 day period end on any day other than the last day of a month, interest will accrue through the last day of the preceding month. If the 90-day period ends on the last day of a month, interest accrues for that month. Members in a combat zone may withdraw accrued interest over the $10,000.00 principal quarterly. Withdrawals of funds on deposit may be made in an emergency only when the health or welfare of a member or dependents would be jeopardized if the withdrawal were not granted. Emergency withdrawals must be authorized by the members' commanding officer.
 
 SDP Help Line:
 
 Toll Free (Stateside Only): 1-888-332-7411
 Commercial: 216-522-5096
 DSN: 580-5096
 Fax: (Attention SDP): 216-522-5060
 E-mail: CCL-SDP@dfas.mil"	Savings Deposit Program
Step-by-step guide to filing a DTS Voucher	DTS Guide: Vouchers
"SDAP is authorized for enlisted members proficient in a designated military skill or assigned duties demanding an uncommon degree of responsibility.
 
 
 In order to pay SDAP for qualifying members, the Unit Commander must certify a DD Form 114 to Finance.
 
 
 
 
 
 
 *SDAP will only be paid to members who were in a pay status and have a current AF Form 2096.*"	Special Duty Assignment Pay (SDAP)
"1. COMPLETE THE AF 594
 2. ATTACH SUPPORTING DOCUMENTATION. I.E. MARRIAGE CERTIFICATE, BIRTH CERTIFICATE, DEATH CERTIFICATE, DIVORCE DECREE
 3. UPDATE DEERS WITH FSS/PERSONNEL"	UPDATING YOUR BAH & DEPENDENTS
LOG INTO MYPAY, SELECT ACCOUNT (IF YOU HAVE MULTIPLE), UNDER PAY CHANGES SELECT DIRECT DEPOSIT, AND CLICK THE PENCIL TO EDIT.	UPDATING EFT/DIRECT DEPOSIT
LOG INTO MYPAY, SELECT ACCOUNT (IF YOU HAVE MULTIPLE), UNDER PAY CHANGES SELECT FEDERAL OR STATE, AND CLICK THE PENCIL TO EDIT.	UPDATING FEDERAL OR STATE WITHHOLDING
LOG INTO MYPAY, SELECT ACCOUNT (IF YOU HAVE MULTIPLE), UNDER PAY CHANGES SELECT MAILING ADDRESS, AND CLICK THE PENCIL TO EDIT.	UPDATING MAILING ADDRESS
PLEASE COMPLETE THE ATTACHED PACKET. BE SURE TO INCLUDE SGLI ELECTION, SUPPORTING DOCUMENTS FOR BAH, AO IF APPLICALBE.	NEW AGR INPROCESSING
PLEASE COMPLETE THE ATTACHED PACKET. BE SURE TO INCLUDE SGLI ELECTION, SUPPORTING DOCUMENTS FOR BAH, AO IF APPLICALBE.	NEW/TRANSFER TRADITIONAL GUARDSMAN INPROCESSING
PLEASE COMPLETE THE ATTACHED PACKET. BE SURE TO INCLUDE ALL AGR ORDERS. REVIEW THE BRIEFING SLIDES	AGR SEPARATION/RETIREMENT
